Date,Close,Open,High,Low,Volume
1986-03-13 00:00:00-05:00,0.05994651839137077,0.05459448046031728,0.06262315295082613,0.05459448046031728,1031788800
1986-03-14 00:00:00-05:00,0.0620872788131237,0.059946465528544074,0.06315830104879927,0.059946465528544074,308160000
1986-03-17 00:00:00-05:00,0.063158318400383,0.06208729587046373,0.06369352186856518,0.06208729587046373,133171200
1986-03-18 00:00:00-05:00,0.06155208870768547,0.06315831460937499,0.06369351804543219,0.061016885271628275,67766400
1986-03-19 00:00:00-05:00,0.06048169359564781,0.06155210067589245,0.06208730421601477,0.05994649005552549,47894400
1986-03-20 00:00:00-05:00,0.05887607857584953,0.060481689076239534,0.060481689076239534,0.05834087507571954,58435200
1986-03-21 00:00:00-05:00,0.05727046728134155,0.05887607775946799,0.05994648474488561,0.05620006029592392,59990400
1986-03-24 00:00:00-05:00,0.05566484481096268,0.05727045494318171,0.05727045494318171,0.05512964143355633,65289600
1986-03-25 00:00:00-05:00,0.05673526972532272,0.05566486262789937,0.056735269725322716,0.05512965907918769,32083200
1986-03-26 00:00:00-05:00,0.05834091082215309,0.056735299337978586,0.05887611465021125,0.05620009550992042,22752000
1986-03-27 00:00:00-05:00,0.05941128730773926,0.05834088021321918,0.059411287307739265,0.05834088021321918,16848000
1986-03-31 00:00:00-05:00,0.05887607857584953,0.05941128207597954,0.05941128207597954,0.05780567157558954,12873600
1986-04-01 00:00:00-05:00,0.05834091082215309,0.05887611465021125,0.05887611465021125,0.058340910822153084,11088000
1986-04-02 00:00:00-05:00,0.05887607857584953,0.05834087507571954,0.059946485576109536,0.05834087507571954,27014400
1986-04-03 00:00:00-05:00,0.05941128730773926,0.059411287307739265,0.06101689794951938,0.059411287307739265,23040000
1986-04-04 00:00:00-05:00,0.05941128730773926,0.059411287307739265,0.0599464908549993,0.059411287307739265,26582400
1986-04-07 00:00:00-05:00,0.05834091082215309,0.05941131847826942,0.05994652230632759,0.057270503166036754,16560000
1986-04-08 00:00:00-05:00,0.05887607857584953,0.05834087507571954,0.059946485576109536,0.05834087507571954,10252800
1986-04-09 00:00:00-05:00,0.05994651839137077,0.05887611080516008,0.06048172218447613,0.05887611080516008,12153600
1986-04-10 00:00:00-05:00,0.06048169359564781,0.05994649005552549,0.06101689713577013,0.05887608297528085,13881600
1986-04-11 00:00:00-05:00,0.06155208870768547,0.061016885271628275,0.0626231111733178,0.061016885271628275,17222400
1986-04-14 00:00:00-05:00,0.0620872788131237,0.061552075491978796,0.06262309772765436,0.061552075491978796,12153600
1986-04-15 00:00:00-05:00,0.0620872788131237,0.0620872788131237,0.0620872788131237,0.059946465528544074,9302400
1986-04-16 00:00:00-05:00,0.06422872841358185,0.06208729884471444,0.06476393190740261,0.06155209535089368,31910400
1986-04-17 00:00:00-05:00,0.06476397067308426,0.06422876685890727,0.06476397067308426,0.06422876685890727,22003200
