Date,Close,Open,High,Low,Volume
2012-05-18 00:00:00-04:00,38.15160369873047,41.9637699616464,44.90772134449371,37.922075802016906,573576400
2012-05-21 00:00:00-04:00,33.96021270751953,36.45508590218007,36.58482037422725,32.932326169519186,168192700
2012-05-22 00:00:00-04:00,30.93642807006836,32.54312704022666,33.521116890132916,30.876551645475807,101786600
2012-05-23 00:00:00-04:00,31.934377670288086,31.305670447416674,32.43335232138634,31.29569072598224,73600000
2012-05-24 00:00:00-04:00,32.96226501464844,32.882431048155155,33.14189619785152,31.704850539101376,50237200
2012-05-25 00:00:00-04:00,31.844562530517578,32.83253402866881,32.88243073310837,31.046203838861018,37149800
2012-05-29 00:00:00-04:00,28.78085708618164,31.415442548701495,31.625012885094943,28.591246192004174,78063400
2012-05-30 00:00:00-04:00,28.132190704345703,28.641145064982556,29.489400429273445,27.80286751845565,57267900
2012-05-31 00:00:00-04:00,29.53929901123047,28.49145112720632,29.609155156144638,26.774979054182428,111639200
2012-06-01 00:00:00-04:00,27.66315460205078,28.830755388366022,29.09022244126244,27.33383140095865,41855500
2012-06-04 00:00:00-04:00,26.84483528137207,27.144221207769622,27.59329724221016,26.385779525707896,35230300
2012-06-05 00:00:00-04:00,25.81694984436035,26.645247706981415,27.703073457252795,25.697195087991293,42473400
2012-06-06 00:00:00-04:00,26.755020141601562,26.01653788962696,27.114282497916808,25.46766653720065,61489200
2012-06-07 00:00:00-04:00,26.256044387817383,26.944629907299664,27.293912527526164,26.09637265916021,26159500
2012-06-08 00:00:00-04:00,27.04442596435547,26.495552716351543,27.703072339210415,26.385779589500522,38034000
2012-06-11 00:00:00-04:00,26.95461082458496,27.124262281742418,28.012436549747036,26.784959367427504,28219600
2012-06-12 00:00:00-04:00,27.343809127807617,27.42364499184092,27.713051188609857,26.90471092390588,15816800
2012-06-13 00:00:00-04:00,27.21407699584961,27.60327660127922,28.042374812172355,27.04442554414798,17102800
2012-06-14 00:00:00-04:00,28.231985092163086,27.59329628017831,28.26192235135305,27.32384952684585,16855000
2012-06-15 00:00:00-04:00,29.948457717895508,28.451533818054635,30.03827330416093,28.291862087679917,43563800
2012-06-18 00:00:00-04:00,31.3455867767334,29.8985595573177,32.014214774851084,29.349688213918473,42978900
2012-06-19 00:00:00-04:00,31.844562530517578,31.475322349415393,32.11400930274064,30.637044771457376,30849000
2012-06-20 00:00:00-04:00,31.535198211669922,31.854541682623584,31.86452140402054,31.086120265993063,15553600
2012-06-21 00:00:00-04:00,31.774703979492188,31.605052532417925,32.43335032614823,31.445380806164167,21875300
2012-06-22 00:00:00-04:00,32.98221969604492,32.34353282881349,33.38140089150158,31.99425213794443,74834000
2012-06-25 00:00:00-04:00,31.99425506591797,32.792613723019535,32.952285454439846,31.485298804789597,24352900
2012-06-26 00:00:00-04:00,33.0321159362793,32.622956929696194,33.37141880565606,32.43334795826099,24858700
2012-06-27 00:00:00-04:00,32.16390609741211,32.39343398397762,32.83253412077647,31.834582898250247,28568000
2012-06-28 00:00:00-04:00,31.295690536499023,31.89445859144183,32.12398647273238,30.836632870480685,17713300
2012-06-29 00:00:00-04:00,31.036222457885742,31.854540548940385,31.924396692795707,30.696919556213746,19526900
2012-07-02 00:00:00-04:00,30.706899642944336,31.185914838031575,31.664930033118818,30.487349584284797,14122000
2012-07-03 00:00:00-04:00,31.136018753051758,30.84661254396643,31.375526355344498,30.736837512459967,8763600
2012-07-05 00:00:00-04:00,31.40546417236328,31.25577215620802,31.565135910053858,30.9563881238975,10032100
2012-07-06 00:00:00-04:00,31.66493034362793,31.37552604088041,31.834581798147926,31.19589486510192,10945600
2012-07-09 00:00:00-04:00,32.104026794433594,32.03417064876529,32.81257368272905,31.92439752133105,17785200
2012-07-10 00:00:00-04:00,31.40546417236328,32.363496501944,32.413393206183336,31.096100418517445,14269500
2012-07-11 00:00:00-04:00,30.9064884185791,31.41544277818131,31.49527864419123,30.487349646167704,13030300
2012-07-12 00:00:00-04:00,30.746816635131836,30.63704350920004,31.33560685975915,30.537248200995258,11300700
2012-07-13 00:00:00-04:00,30.657001495361328,30.97634686696316,31.00628412745533,30.49732976127902,8108300
2012-07-16 00:00:00-04:00,28.192066192626953,30.437451995579544,30.437451995579544,28.152147309146862,24672100
2012-07-17 00:00:00-04:00,28.032394409179688,28.421594005141852,28.531369031054105,27.09432158709339,30438600
2012-07-18 00:00:00-04:00,29.050304412841797,28.25194383955331,29.229935589417636,28.092272105583056,16841800
