ds,y,year,month,day_of_week,lag_1,lag_7,rsi,macd,macd_diff
2004-12-13 05:00:00,4.260625839233398,2004,12,0,4.290621757507324,4.484342575073242,47.6181881473335,0.027850341922274424,-0.03957450541527954
2004-12-14 05:00:00,4.466595649719238,2004,12,1,4.260625839233398,4.509339809417725,55.83864761826753,0.035279432440140646,-0.025716331917930657
2004-12-15 05:00:00,4.493841648101807,2004,12,2,4.466595649719238,4.406604766845703,56.80434157786481,0.04287137009644937,-0.014499515409297552
2004-12-16 05:00:00,4.411103248596191,2004,12,3,4.493841648101807,4.285121917724609,53.013198047579365,0.04173069257206752,-0.012512154346943527
2004-12-17 05:00:00,4.501340866088867,2004,12,4,4.411103248596191,4.24887752532959,56.42869901167435,0.04755987832791231,-0.005346374872878992
2004-12-20 05:00:00,4.62482213973999,2004,12,0,4.501340866088867,4.335114479064941,60.64451772859126,0.06143526930163645,0.006823212880676124
2004-12-21 05:00:00,4.593076705932617,2004,12,1,4.62482213973999,4.290621757507324,59.06233421099711,0.06907378580864876,0.011569383510150744
2004-12-22 05:00:00,4.656817436218262,2004,12,2,4.593076705932617,4.260625839233398,61.24845799904663,0.07935594348440933,0.017481232948729053
2004-12-23 05:00:00,4.696811199188232,2004,12,3,4.656817436218262,4.466595649719238,62.598060019075184,0.08969780943898353,0.022258479122642602
2004-12-27 05:00:00,4.7970476150512695,2004,12,0,4.696811199188232,4.493841648101807,65.81180118689076,0.10477428107407416,0.029867960606186572
2004-12-28 05:00:00,4.818294048309326,2004,12,1,4.7970476150512695,4.411103248596191,66.46946275938899,0.11708719476803342,0.033744699440116654
2004-12-29 05:00:00,4.821793079376221,2004,12,2,4.818294048309326,4.501340866088867,66.58347042128429,0.12567886245076654,0.03386909369827981
2004-12-30 05:00:00,4.939276218414307,2004,12,3,4.821793079376221,4.62482213973999,70.24202342708458,0.14034986261035254,0.03883207508629265
2004-12-31 05:00:00,4.81904411315918,2004,12,4,4.939276218414307,4.593076705932617,62.67893453168079,0.1406536422294451,0.03130868376430815
2005-01-03 05:00:00,5.067007541656494,2005,1,0,4.81904411315918,4.656817436218262,69.88150240920369,0.1590693140934265,0.039779484502631635
